> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.19 - - [28/Jan/2019 12:10:57] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:20] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:20] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:21] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:21] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:21] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:21] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:22] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:23] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:23] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:23] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:23] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:23] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:23] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.19 - - [28/Jan/2019 12:11:31] "POST /api/chunk/ HTTP/1.1" 200 -
>  * Detected change in 'C:\\Users\\gherz-PC\\Desktop\\remidiv2\\serveus\\views.py', reloading
