> Initialized logger
>  * Debugger is active!
>  * Debugger PIN: 456-115-780
>  * Running on http://0.0.0.0:80/ (Press CTRL+C to quit)
> 192.168.137.82 - - [11/Feb/2019 11:02:01] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:02:02] "POST /api/db/ HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:20] "GET / HTTP/1.1" 302 -
> 127.0.0.1 - - [11/Feb/2019 11:19:21] "GET /records/1 HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:24] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:24] "GET /static/css/bootstrap-responsive.css HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:24] "GET /static/js/eyecon-datepicker.js HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:24] "GET /static/css/eyecon-datepicker.css HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:24] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:25] "GET /static/js/jquery.js HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:25] "GET /static/img/glyphicons-halflings.png HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:19:27] "GET /static/favicon.ico HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:21:04] "GET /case/10/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:27:12] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:27:13] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:27:13] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:27:15] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:27:15] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:02] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:02] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:13] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:13] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:25] "POST /api/init/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:26] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:26] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:28:26] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:29:02] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:29:24] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:30:20] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:31:01] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.11 - - [11/Feb/2019 11:31:23] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:00] "POST /api/db/ HTTP/1.1" 200 -
> 127.0.0.1 - - [11/Feb/2019 11:38:19] "GET / HTTP/1.1" 302 -
> 127.0.0.1 - - [11/Feb/2019 11:38:19] "GET /records/1 HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:50] "POST /api/init/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:51] "POST /api/chunk/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:51] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:51] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:53] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:53] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:54] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:56] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:38:57] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:40:19] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:40:19] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:40:20] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:40:20] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:05] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:05] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:07] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:07] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:07] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:08] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:08] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:10] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:10] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:31] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:31] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:32] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:33] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:41:34] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:42:24] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:45:03] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:45:03] "POST /api/db/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:51:30] "POST /api/validation/ HTTP/1.1" 200 -
> 192.168.137.82 - - [11/Feb/2019 11:51:30] "POST /api/db/ HTTP/1.1" 200 -
> C:\Users\gherz-PC\Desktop\remidiv2\serveus\views.py:84: FlaskWTFDeprecationWarning: "flask_wtf.Form" has been renamed to "FlaskForm" and will be removed in 1.0.
>   return render_template("index.html",login_form = LoginForm(), recovery_form = RecoveryForm())
> C:\Users\gherz-PC\Desktop\remidiv2\serveus\views.py:84: FlaskWTFDeprecationWarning: "flask_wtf.Form" has been renamed to "FlaskForm" and will be removed in 1.0.
>   return render_template("index.html",login_form = LoginForm(), recovery_form = RecoveryForm())
> 10.147.4.189 - - [11/Feb/2019 12:54:57] "GET / HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 12:54:57] "GET /static/css/bootstrap-responsive.css HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 12:54:57] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 12:54:58] "GET /static/js/sha1.js HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 12:54:58] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 12:54:58] "GET /static/js/jquery.js HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 12:54:58] "GET /static/favicon.ico HTTP/1.1" 200 -
> C:\Users\gherz-PC\Desktop\remidiv2\serveus\views.py:84: FlaskWTFDeprecationWarning: "flask_wtf.Form" has been renamed to "FlaskForm" and will be removed in 1.0.
>   return render_template("index.html",login_form = LoginForm(), recovery_form = RecoveryForm())
> C:\Users\gherz-PC\Desktop\remidiv2\serveus\views.py:84: FlaskWTFDeprecationWarning: "flask_wtf.Form" has been renamed to "FlaskForm" and will be removed in 1.0.
>   return render_template("index.html",login_form = LoginForm(), recovery_form = RecoveryForm())
> 10.147.4.189 - - [11/Feb/2019 13:00:49] "GET / HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 13:00:49] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 13:00:49] "GET /static/js/sha1.js HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 13:00:49] "GET /static/js/jquery.js HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 13:00:49] "GET /static/css/bootstrap-responsive.css HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 13:00:49] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
> 10.147.4.189 - - [11/Feb/2019 13:01:07] "GET /static/favicon.ico HTTP/1.1" 200 -
